CUST_ID,da_Mean,rev_Range,mou_Range,change_mou,unan_vce_Mean,owylis_vce_Mean,mouowylisv_Mean,peak_vce_Mean,mou_peav_Mean,opk_vce_Mean,mou_opkv_Mean,crclscod,asl_flag,totcalls,totmou,avgmou,hnd_price,lor,dwlltype,marital,wrkwoman,proptype,pcowner,kid0_2,kid6_10,kid11_15,kid16_17,car_buy
14945,7.92,100.2,1309,589.25,77.66666667,107,185.0733333,246.3333333,596.2166667,317,1238.753333,U,Y,4239,15580,1947.5,39.98999023,2,M,S,,,,Y,U,U,U,New
14946,1.2375,23.61,338,-187.75,12.66666667,35,32.79333333,54.66666667,110.9733333,36.33333333,105.5266667,BA,N,1463,4918,491.6,59.98999023,5,,S,,,,U,U,U,U,UNKNOWN
14947,0,0,63,-29.25,23.33333333,10,13.15666667,34.66666667,60.16333333,29.66666667,76.44666667,AA,N,450,1166,193.5,199.9899902,5,M,U,,,,U,U,U,U,New
14948,0.495,23.96,174,-49.75,3.666666667,0,0,18,24.4,7,21.77666667,A2,N,843,2576,97.96,129.9899902,1,M,M,,,,U,U,U,U,New
14949,0,0.64,196,65,15,38,31.57,156.3333333,247.7533333,40.33333333,40.88666667,ZA,N,8058,17552,796.5,59.98999023,4,S,B,,,,U,U,U,U,UNKNOWN
14950,0.99,30.65,244,122.5,20,29.66666667,27.15,83,141.4,48,115.2966667,AA,N,1799,4590,284.88,59.98999023,5,,U,,,,U,U,U,U,UNKNOWN
14951,0,0,253,-110.75,0,0,0,0,0,0,0,AA,N,488,4584,218.24,199.9899902,15,M,U,,E,,U,U,U,U,New
14952,0,0,7,3.75,0,0,0,0,0,0,0,AA,N,99,135,5.36,79.98999023,15,S,M,,,,U,U,U,U,New
14953,0.495,1.98,81,40.25,0.666666667,4.666666667,2.553333333,15.33333333,32.16333333,8.333333333,41.41666667,A,N,770,2633,67,29.98999023,11,S,M,,A,,U,U,U,U,New
14954,5.6925,67.42,431,187.25,43,34,28.08333333,244,430.4033333,149.3333333,227.2233333,EA,Y,2929,6753,613.91,59.98999023,1,S,M,,A,,U,U,U,U,UNKNOWN
14955,0.2475,21.29,289,-23,33,37.66666667,9.206666667,83,90.07,145.3333333,202.7966667,BA,N,4066,8723,484,129.9899902,2,S,S,Y,A,Y,U,U,U,Y,New
14956,0,149.44,1267,253,58.33333333,127.3333333,148.15,214.6666667,373.5566667,363.6666667,967.2866667,A,N,6594,15848,659.29,79.98999023,9,M,A,,,,U,U,U,U,New
14957,0,3.73,85,-17.75,4,6,5.19,37,57.09666667,19,20.81666667,ZA,N,924,2303,143.56,149.9899902,0,S,M,,,,U,U,U,U,UNKNOWN
14958,0.2475,2.02,172,12,37.33333333,11,9.363333333,40.33333333,85.51666667,11.66666667,95.51333333,AA,N,1419,5956,313.47,99.98999023,7,M,M,,,,U,U,U,U,UNKNOWN
14959,0,34.83,283,172.25,21,10.66666667,10.72666667,171,235.6133333,103,128.2233333,ZA,N,8549,16518,785.33,149.9899902,13,S,U,,A,,U,U,U,U,UNKNOWN
14960,0.2475,173.77,1500,866.75,2.333333333,0,0,2.333333333,0.413333333,6.666666667,1.953333333,E4,Y,2625,6425,1267.8,99.98999023,5,,U,,,,U,U,U,U,UNKNOWN
14961,0,20.61,844,423.5,51,48.66666667,67.71666667,72,149.15,170.3333333,774.8533333,AA,N,1396,5647,804.86,59.98999023,3,S,M,,A,,U,U,U,U,New
14962,0.495,24.15,125,-22,9,18,13.96666667,69,80.01333333,12.66666667,9.906666667,AA,N,808,1750,134.38,79.98999023,5,,U,,,,U,U,U,U,UNKNOWN
14963,0,95.55,647,-322.5,36,10.66666667,8.536666667,66,298.5233333,80.33333333,589.47,AA,N,2229,11626,457.08,59.98999023,1,S,S,,,,U,U,U,U,New
14964,2.7225,12.38,258,-126.25,24.66666667,4.666666667,3.53,50.33333333,128.1833333,25.33333333,108.1933333,BA,N,667,2729,440.67,149.9899902,15,S,U,,A,Y,U,U,U,U,New
14965,0.2475,2,233,12.5,28.33333333,8,10.63,124,241.7433333,101,160.2,AA,N,5474,11249,599.89,99.98999023,2,M,S,,,,U,U,U,U,UNKNOWN
14966,0.99,6.87,114,20.5,9,18,9.05,70,165.7333333,22.33333333,43.35333333,BA,N,1874,4740,295.94,199.9899902,7,S,M,Y,,,U,U,U,U,UNKNOWN
14967,0.99,324.3,1818,886,112.3333333,18,4.556666667,219,399.53,221,457.7533333,EA,N,6974,14263,885.38,99.98999023,5,M,S,Y,,Y,U,U,U,U,UNKNOWN
14968,0,18.86,773,-268.25,24.66666667,14.66666667,66.70333333,10.66666667,106.98,90.33333333,433.27,C5,Y,1020,6111,679,199.9899902,5,,U,,,,U,U,U,U,UNKNOWN
14969,5.6925,35.66,314,61.5,80.33333333,25.66666667,18.67333333,103,141.4033333,90.33333333,104.68,A,N,2487,5081,243.7,29.98999023,1,M,B,,,,U,U,U,U,New
14970,0.2475,3.27,150,-18.5,27.66666667,13,10.10666667,157,178.94,47,63.81,EA,N,2523,4936,379.15,149.9899902,4,S,A,,,,U,U,U,U,UNKNOWN
14971,0,58.1,110,80.25,4.333333333,6,5.173333333,26,29.73,7.333333333,5.363333333,A,N,247,425,59.43,9.989997864,0,S,A,,A,,U,U,Y,Y,New
14972,2.7225,4.11,317,105.25,21.33333333,38,38.51,80.66666667,262.19,99.33333333,358.8766667,CA,N,3983,16732,926.61,129.9899902,5,M,U,Y,,,U,U,U,U,UNKNOWN
14973,0.7425,45.19,348,-155.75,3.333333333,61.66666667,51.48666667,310.6666667,267.6633333,291.6666667,285.9566667,B,N,5122,9225,1140.5,399.9899902,5,,U,,,,U,U,U,U,UNKNOWN
14974,0.2475,1.38,218,90.75,10.66666667,5.666666667,4.263333333,37.33333333,58.4,20,34.04,AA,N,592,1312,203.67,129.9899902,5,,A,Y,,,U,U,U,U,New
14975,0.2475,18.84,162,-49,4.333333333,3.666666667,1.86,31.66666667,61.38,5,4.83,A,N,998,3611,187.89,59.98999023,1,S,M,,A,,U,U,U,U,New
14976,0.99,34.99,3472,-2101,190.6666667,109.3333333,90.75666667,432,462.2633333,524.3333333,519.9633333,CA,Y,20765,37377,3718.9,149.9899902,11,S,M,,A,,U,Y,U,U,New
14977,1.485,24.99,125,-10,23.66666667,33.66666667,17.29666667,161,176.0133333,58.33333333,60.25666667,DA,Y,1535,3455,574.83,149.9899902,7,,S,,,,U,U,U,U,New
14978,0,22.4,146,-51.25,0,0,0,0,0,0,0,AA,N,1056,2619,238.09,9.989997864,7,S,M,Y,A,Y,U,Y,U,Y,New
14979,1.485,91.6,377,-41.75,204.3333333,80.33333333,26.97666667,301,239.2333333,422,777.61,EA,Y,7739,16286,1250.23,29.98999023,5,,U,,,,U,U,U,U,UNKNOWN
14980,0.2475,35.68,420,203.75,28.33333333,11.33333333,13.19666667,68.66666667,137.5866667,71.66666667,449.0033333,CA,N,2617,8340,918.22,149.9899902,7,,S,,,,U,U,U,U,UNKNOWN
14981,0,7.5,209,57,26.66666667,26.66666667,19.55333333,150.3333333,301.9866667,61.33333333,91.26333333,A,N,4423,9867,365.44,199.9899902,15,S,U,,A,,U,U,U,U,New
14982,0.2475,27.07,160,27,31.66666667,49.33333333,43.06,113,136.09,99.66666667,132.0566667,CA,Y,2480,5608,558.6,129.9899902,5,,U,,,,U,U,U,U,UNKNOWN
14983,0.7425,56.17,396,62.5,19.33333333,38,58.52,101.6666667,308.83,67,129.8733333,AA,N,3169,9946,709.86,29.98999023,1,S,U,,A,,U,U,U,U,New
14984,0.99,2.77,105,53.25,7,2,2.36,14,23.13,13.33333333,29.19666667,BA,N,406,1087,57.21,59.98999023,3,S,M,,A,,U,U,U,U,New
14985,0.2475,5.24,115,-60.5,8,0,0,7,40.65,10.66666667,59.09,A,N,483,2802,93.93,29.98999023,7,S,U,,,Y,U,U,U,U,New
14986,0.2475,4.4,117,74.25,35.66666667,18.33333333,11.92666667,73.33333333,83.71333333,35.66666667,69.36333333,AA,N,1932,5220,272.58,29.98999023,5,,U,,,,U,U,U,U,UNKNOWN
14987,0.495,113.2,1207,558.25,189.3333333,94,70.88,406.3333333,612.3933333,533,1028.07,Z4,Y,13915,37311,954.15,149.9899902,5,,U,,,,U,U,U,U,UNKNOWN
14988,1.2375,14.82,438,205.75,18.66666667,58,97.94333333,130.3333333,294.4633333,54.33333333,164.6733333,AA,N,1836,7147,711.8,199.9899902,3,S,A,,A,,U,U,U,U,New
14989,4.95,7.92,214,-102.5,31.33333333,26.33333333,21.28666667,103.6666667,150.4066667,82.33333333,171.83,AA,N,6704,17495,824.05,29.98999023,5,,B,,,,U,U,U,U,UNKNOWN
14990,2.475,1.98,287,153.5,30.66666667,12.33333333,9.96,105.3333333,206.01,48.66666667,91.71666667,A,N,3353,7196,449.75,29.98999023,2,S,M,,,Y,U,U,U,U,UNKNOWN
14991,0.2475,2.13,545,-88.25,112.3333333,166,154.6266667,232,352.5266667,271.6666667,377.67,BA,N,7293,17847,1049.82,199.9899902,15,S,U,,A,Y,Y,U,U,U,New
14992,0.2475,62.8,232,123.25,13,5.333333333,4.226666667,73.66666667,168.82,16.33333333,39.36333333,A,N,1534,4396,175.96,29.98999023,1,,M,,,,U,Y,Y,U,New
14993,13.1175,56.45,1031,-436.25,3.666666667,28.66666667,37.24666667,599.6666667,1666.103333,161.6666667,250.5733333,AA,N,6845,20109,1819.18,99.98999023,6,M,M,,,,U,U,U,U,New
14994,0.2475,47.25,474,230,0,0,0,0,0,0,0,AA,N,612,1708,240.57,129.9899902,1,M,S,,,,U,U,U,U,New
14995,1.485,64.16,465,151.25,34.33333333,175.3333333,156.8833333,213.6666667,286.04,182.6666667,247.4133333,A,N,8040,16039,514.68,129.9899902,7,M,S,,B,,U,U,U,U,New
14996,0,3.9,122,-18.5,1.333333333,2.333333333,1.076666667,6,11.80333333,13.66666667,54.09333333,AA,N,788,3169,129.61,29.98999023,5,,U,,,,U,U,U,U,UNKNOWN
14997,0.495,118.7,491,-120.25,110,73.66666667,76.95666667,251.6666667,366.4533333,169.3333333,359.3666667,AA,N,5038,14701,918.5,149.9899902,5,,U,,,,U,U,U,U,UNKNOWN
14998,0.2475,5.25,271,125.5,28,21,18.24,69.66666667,109.0066667,32,57.92333333,B,N,1226,2437,132.61,29.98999023,6,S,M,,,Y,U,Y,Y,U,New
14999,0,4.55,93,47,11.33333333,2.666666667,1.45,26,31.27333333,25,119.4433333,C2,N,820,4899,363.69,9.989997864,6,S,M,Y,,Y,U,U,Y,Y,New
15000,0,37.48,144,-57.5,38.66666667,32.33333333,37.9,150.3333333,301.3,45.66666667,249.7233333,A,N,6270,16759,678.71,29.98999023,5,,U,,,,U,U,U,U,UNKNOWN
15001,0.495,139.21,301,148,11,12,10.75,83.33333333,111.76,15,30.78,AA,N,1688,4153,217.58,199.9899902,5,,U,,,,U,U,U,U,UNKNOWN
15002,0.99,111.35,665,-279.75,49,23,23.05666667,125.6666667,122.4033333,85.33333333,87.68,E4,Y,1553,2974,491.83,129.9899902,7,M,B,,,Y,U,U,U,U,UNKNOWN
15003,6.93,356.09,965,-636.75,67.33333333,82.66666667,109.17,261,521.4466667,160,274.2433333,CA,N,8222,18626,1034.78,99.98999023,5,,U,,,,U,U,U,U,UNKNOWN
15004,0.99,23.43,204,-114.5,19,0,0,46.66666667,172.72,23.33333333,114.5633333,ZA,N,1143,6826,279.17,149.9899902,8,S,M,,,Y,U,U,U,U,New
15005,0,0.9,27,1,2.666666667,0.333333333,0.176666667,3,7.893333333,1.666666667,1.386666667,AA,N,84,204,40.8,129.9899902,5,,U,,,,U,U,U,U,UNKNOWN
15006,0.7425,143.61,662,-299.25,38,31.33333333,21.79,184.6666667,342.6533333,107.3333333,307.6933333,CA,N,2838,7043,439.81,149.9899902,5,,U,,,,U,U,U,U,UNKNOWN
15007,0,66.7,619,-134,28.33333333,35.33333333,52.72666667,107.6666667,165.2,182,531.3,BA,N,2021,6347,793.38,99.98999023,5,,U,,,,U,U,U,U,UNKNOWN
15008,0.495,1.59,177,14.5,22,17.66666667,8.21,52.66666667,45.83666667,122.3333333,132.3333333,BA,N,4388,8719,395,129.9899902,6,S,A,,A,,U,U,U,Y,New
15009,0,10,506,-253.75,68,50.66666667,83.12333333,79.33333333,192.7733333,102.6666667,309.3966667,BA,N,3165,8631,534.56,99.98999023,4,M,M,,,Y,U,U,U,U,UNKNOWN
15010,0,0,5,1.25,0,0,0,1,0.716666667,0,0,AA,N,27,43,4.3,59.98999023,13,S,M,,,Y,U,U,U,U,New
15011,0,77.97,186,126.75,12.33333333,12,4.843333333,36.33333333,157.9233333,43.33333333,224.8266667,A,N,2662,16267,498.03,199.9899902,15,M,M,,,Y,U,U,U,U,New
15012,0,3.93,213,155.5,0,0,0,0,0,0,0,ZA,Y,738,1657,206,149.9899902,2,M,S,,,,U,U,U,U,UNKNOWN
15013,0.99,2.97,140,78.5,44.66666667,6.333333333,5.426666667,81.33333333,138.89,42,36.57,CA,N,2595,4581,190.83,79.98999023,7,M,A,,,,U,Y,U,U,UNKNOWN
15014,0.2475,35.98,135,55,4.666666667,1.666666667,0.823333333,17.33333333,19.24,9,38.85666667,AA,N,506,1212,108.36,29.98999023,1,S,M,Y,,Y,U,U,U,U,New
15015,0,0.81,51,19.75,0.666666667,1,1.3,18,58.64,4,28.67,A,N,225,684,31.1,29.98999023,6,S,M,,A,Y,U,U,U,Y,New
15016,0,52.58,446,-168.25,8.666666667,8.666666667,13.13666667,20.33333333,73.25,47.66666667,407.1966667,AA,N,392,3802,475.25,149.9899902,8,S,M,,A,Y,U,U,U,U,UNKNOWN
15017,0.7425,2.97,91,20.25,46,15.66666667,5.953333333,91.66666667,109.5133333,41,63.58666667,AA,N,1985,4587,283.81,129.9899902,1,S,M,Y,,,U,U,U,U,UNKNOWN
15018,1.485,145.01,519,-65.5,80.33333333,66,49.10666667,342,719.7733333,181.6666667,628.1633333,BA,N,6922,19502,1353.29,149.9899902,2,,U,,,,U,U,U,U,UNKNOWN
15019,0.2475,48.59,179,-90.25,7.666666667,10,9.92,55.33333333,126.75,20,23.10666667,AA,N,1607,3475,144.25,59.98999023,3,S,M,Y,A,,U,U,U,U,New
15020,0,120.79,829,-337.25,0,0,0,0,0,0,0,AA,N,782,2311,209.82,59.98999023,15,S,M,,A,,U,U,U,U,New
15021,0.7425,89.22,1001,-614.25,57.33333333,12.66666667,13.04666667,75.33333333,288.25,66,516.4866667,E4,Y,1102,6135,1020.83,99.98999023,5,,U,,,,U,U,U,U,UNKNOWN
15022,1.7325,108.48,367,14.5,35.66666667,24.33333333,17.87666667,91,109.5833333,37.66666667,25.59666667,EA,Y,1272,2359,336.86,149.9899902,3,S,A,,A,,U,U,U,U,New
15023,0,3.41,12,6.25,1,0.666666667,0.44,11.33333333,15.31,2,2.666666667,A,N,328,568,26.71,9.989997864,3,S,S,,A,Y,U,U,U,U,UNKNOWN
15024,0,15.05,283,-99,66.33333333,32.66666667,39.11666667,94,153.33,131,208.9133333,AA,N,1992,4792,477.7,129.9899902,11,S,S,,A,,U,U,U,Y,New
15025,1.485,24.47,344,-200.25,10.33333333,12.66666667,21.73666667,101.3333333,269.64,22,56.64666667,A,N,2991,9560,455.24,59.98999023,1,S,M,,A,,U,Y,Y,U,New
15026,0,34.69,49,-17,3.333333333,4.333333333,2.273333333,12.66666667,14.71666667,0.333333333,0.51,BA,N,721,1552,194,149.9899902,1,S,S,,,,U,U,U,U,UNKNOWN
15027,0.2475,0.99,150,66,16.66666667,4.666666667,3,42.66666667,61.08333333,33,117.3033333,C,N,2927,7524,230.13,199.9899902,5,,U,,,,U,U,U,U,UNKNOWN
15028,1.2375,14.48,289,-156.5,70.33333333,37.33333333,94.23666667,194.3333333,601.65,31.33333333,57.97,AA,N,3515,12030,633.16,149.9899902,7,S,M,Y,A,Y,U,U,U,U,New
15029,1.98,107.23,396,218.25,29,10.33333333,13.5,302.3333333,699.5666667,77.66666667,202.8766667,AA,N,5170,13202,940.86,199.9899902,8,M,A,,D,,Y,U,U,U,New
15030,0.495,11.2,77,5,15.66666667,10.66666667,11.86333333,52.66666667,88.97,9.333333333,8.166666667,A,N,3910,7934,280.89,9.989997864,7,M,M,Y,,,U,U,U,U,New
15031,0.2475,22.12,286,20.75,3.333333333,5,3.713333333,16,52.6,3.666666667,29.58333333,A,N,522,2403,185.27,199.9899902,5,,U,,,,U,U,U,U,UNKNOWN
15032,0.495,198,1369,406.25,41,113.3333333,205.0133333,197.6666667,658.0433333,108,433.46,BA,N,3477,13315,1108.75,199.9899902,1,M,U,,,,U,U,U,U,New
15033,0.2475,37.7,264,149.25,0,0,0,0,0,0,0,ZA,Y,1297,2951,421.14,129.9899902,5,M,S,Y,,,Y,U,U,U,UNKNOWN
15034,0.495,1.98,199,118.75,4,11.33333333,11.67,35.66666667,62.52,13,12.31,AA,N,1026,2009,91.27,129.9899902,15,S,M,,A,,U,U,U,U,New
15035,0,131.77,479,210,101.3333333,24,15.71666667,128,177.78,146.6666667,196.4566667,ZA,Y,1823,4207,420.3,29.98999023,12,S,M,,A,,U,U,U,Y,New
15036,0,5.04,81,32.75,9.666666667,3.666666667,2.773333333,9.666666667,31.47333333,17.33333333,149.9533333,AA,N,971,4445,206.19,59.98999023,5,S,M,,A,Y,U,U,Y,U,UNKNOWN
15037,1.2375,278.91,1781,-847.25,82,25.33333333,31.46666667,235,538.3633333,109.6666667,165.6066667,CA,Y,3105,7685,960.63,29.98999023,7,S,S,,,,U,U,U,U,UNKNOWN
15038,0.99,203.12,581,-271.75,59.66666667,10.33333333,8.683333333,174.3333333,332.6133333,35,65.05666667,A,N,4675,12079,394.83,29.98999023,5,S,A,,,Y,U,Y,U,U,New
15039,0,30.7,101,-27,9,1.666666667,0.766666667,26,31.31666667,19.33333333,18.01333333,A,N,667,1164,44.27,29.98999023,15,S,U,,A,Y,U,U,U,Y,UNKNOWN
15040,6.93,2.4,992,-301,277.3333333,286,188.27,892.3333333,706.4366667,893.3333333,795.1333333,DA,N,30568,53836,2825.16,149.9899902,3,M,U,,,,U,U,U,U,UNKNOWN
15041,0,36.54,468,44.5,31,24.66666667,29.37333333,103.3333333,200.9733333,88.33333333,192.8566667,ZA,Y,1344,4013,492.38,149.9899902,5,,U,,,,U,U,U,U,UNKNOWN
15042,0.495,135.07,536,-231,2,8,5.68,72.33333333,175.8,25,36.59333333,Z5,Y,1872,5922,487.92,29.98999023,5,,U,,,,U,U,U,U,UNKNOWN
15043,0,0,282,2.25,20.33333333,7.666666667,3.826666667,52,88.86333333,32.33333333,59.12333333,AA,N,663,2112,211.2,199.9899902,1,S,U,,,,U,U,U,U,UNKNOWN
15044,0,150.97,915,-412.75,25.33333333,31,36.44666667,67,92.87,106.3333333,184.0933333,B,N,1615,4082,649.17,99.98999023,14,S,M,Y,A,,U,U,U,U,UNKNOWN
15045,0,12.63,249,14.25,4,6.666666667,6.813333333,27.33333333,29.90333333,13.66666667,16.60666667,BA,N,974,2363,129,79.98999023,3,,U,,,,U,U,U,U,New
15046,2.7225,48.48,368,-16,91.66666667,185.3333333,168.06,302.6666667,380.4133333,544.6666667,716.5566667,E,N,11002,24682,981.8,199.9899902,6,S,M,,A,,U,U,U,U,New
15047,0,68.81,275,147,0,0,0,0,0,0,0,AA,N,926,4268,426.8,129.9899902,0,S,U,,B,,U,U,U,U,UNKNOWN
15048,0,0,87,25.25,0.666666667,3,3.966666667,7.666666667,10.48666667,6.333333333,23.59333333,A,N,1251,2383,76.65,29.98999023,4,,S,,,,U,U,U,U,UNKNOWN
15049,0.7425,10.22,277,-190.25,25,31,28.78,103.3333333,175.39,90.66666667,243.24,AA,N,3735,8992,408.41,99.98999023,4,M,B,,,,U,U,U,U,UNKNOWN
15050,0.495,19.29,95,54,6.666666667,2,2.366666667,67.66666667,86.81,19.66666667,17.50666667,ZA,Y,1010,1978,179.18,129.9899902,6,S,A,,A,,U,U,U,Y,New
15051,0,12.95,817,-337.5,29.33333333,18,45.84333333,40.33333333,119.7066667,70,395.04,BA,N,1366,6401,426.47,149.9899902,4,M,S,Y,,,U,U,U,U,UNKNOWN
15052,0,38.15,43,-1.25,15.33333333,2,1.456666667,60.66666667,173.4666667,33.33333333,96.02333333,B,N,4345,13690,388.66,29.98999023,3,S,A,,A,,U,U,U,U,New
15053,0.495,10.27,132,-7.75,49.33333333,23.33333333,35.90666667,71,95.63333333,84.33333333,180.06,BA,N,4584,13309,633.76,9.989997864,7,,U,,,,U,U,U,U,UNKNOWN
15054,0,5,9,-2.75,0,0,0,1.333333333,1.14,1,0.35,A,N,102,196,7.21,29.98999023,11,S,U,,A,,U,U,U,U,New
15055,0,0,142,-68.25,4.333333333,8.333333333,9.053333333,13.33333333,40.18333333,17.33333333,74.42,A,N,918,2242,101.82,9.989997864,8,S,M,,A,Y,U,U,Y,U,New
15056,0,2.55,62,-30.33333333,2.333333333,3.333333333,4.103333333,6.666666667,8.766666667,8,20.41,EA,N,2004,4445,185.09,29.98999023,1,M,U,,,,U,U,U,U,New
15057,2.7225,4.95,169,-12.25,19,5.666666667,4.3,75,117.7966667,2,0.426666667,BA,N,967,2363,196.75,149.9899902,5,S,M,,,,U,U,U,U,New
15058,1.2375,10.79,558,-6.25,13,29,34.51666667,124.6666667,414.5566667,34.33333333,73.14666667,BA,N,3057,11990,477.76,9.989997864,2,S,M,,,,Y,U,U,U,New
15059,0,9.29,90,-44.75,6.666666667,0.333333333,0.216666667,19,51.74666667,10.66666667,29.62,A,N,844,2332,96.58,29.98999023,5,,S,,,,U,U,U,U,New
15060,0.99,158.4,298,-108.25,34,34.66666667,29.37333333,130.3333333,288.1966667,153.6666667,303.1433333,EA,N,3567,7830,434,149.9899902,5,M,S,,,,U,U,U,U,New
15061,0.99,10.59,281,-8.75,12.66666667,3.666666667,4.306666667,48.33333333,150.1733333,54.33333333,111.9066667,AA,N,830,2552,317.88,149.9899902,1,M,S,Y,,,U,U,U,U,UNKNOWN
15062,0.2475,0.99,72,22.25,1.666666667,4,1.89,15.66666667,18.55666667,4.333333333,4.016666667,AA,N,500,1308,86.93,149.9899902,2,M,M,Y,,,U,U,U,U,UNKNOWN
15063,0,4.73,100,-22,0.333333333,0.333333333,0.243333333,4.666666667,6.436666667,2.666666667,5.42,A,N,309,948,37.52,29.98999023,15,S,M,Y,A,Y,U,U,U,U,UNKNOWN
15064,2.7225,34.92,212,44,160.3333333,59.33333333,71.46666667,164.6666667,372.9566667,234.3333333,375.96,EA,N,5909,14759,979.87,149.9899902,5,,U,,,,U,U,U,U,UNKNOWN
15065,0,0,31,-5,43.66666667,5.333333333,4.9,40.66666667,74.12666667,41.33333333,58.99333333,CA,N,1396,3985,249.06,149.9899902,5,,U,,,,U,U,U,U,UNKNOWN
15066,1.2375,8.04,309,-187.5,40,25,15.21666667,50.66666667,156.9233333,45.66666667,236.0166667,AA,N,982,5400,597.44,149.9899902,3,S,A,,A,,U,U,U,U,UNKNOWN
15067,0,48.15,883,-294.25,85,41.66666667,26.23666667,79.33333333,240.7366667,177.6666667,724.29,DA,Y,1310,6387,901.14,149.9899902,5,,U,,,,U,U,U,U,UNKNOWN
15068,0,12.85,233,-24,14.66666667,1.333333333,0.996666667,23.66666667,113.4566667,22.66666667,60.98,CA,N,796,2413,158.67,149.9899902,1,S,M,,,,U,U,U,U,New
15069,0,3.76,185,-100.75,12,11.33333333,9.673333333,30.66666667,71.33,9.666666667,22.63333333,AA,N,581,1436,64.82,59.98999023,15,S,U,,,,U,U,U,U,UNKNOWN
15070,0.7425,2.81,171,-92.25,29.66666667,93.66666667,114.1833333,179.3333333,248.9166667,78.66666667,162.41,B,N,1505,4369,863,199.9899902,5,,U,,,,U,U,U,U,UNKNOWN
15071,1.2375,75.01,274,-116.5,21.33333333,57.33333333,73.24333333,104.6666667,155.41,61,151.99,A,N,1983,5280,409.33,149.9899902,15,M,S,,,Y,U,U,U,U,New
15072,3.7125,77.1,626,301.25,137.3333333,70.66666667,83.62666667,491.6666667,585.24,287,315.2833333,EA,N,18379,36302,1156.87,129.9899902,6,S,M,,A,,U,U,U,U,New
15073,0.2475,0.99,88,64.75,1,6.666666667,6.923333333,67.66666667,160.69,7,77.81666667,A,N,4824,14376,429.67,29.98999023,15,S,M,,A,Y,U,U,U,U,New
15074,0.99,1.98,459,-167.75,59.66666667,34.66666667,32.85333333,76.66666667,164.6133333,68,159.7466667,AA,N,1778,4439,369.92,99.98999023,2,M,M,Y,,Y,U,U,U,U,UNKNOWN
15075,1.485,31.44,218,-109.5,27.66666667,15.66666667,20.25333333,108.6666667,117.3966667,61.66666667,60.69,BA,N,4142,6700,304.32,29.98999023,3,S,M,,B,,U,U,U,U,UNKNOWN
15076,1.485,78.69,365,-250.5,116.6666667,32.66666667,30.1,159,521.47,118.6666667,552.9133333,AA,N,2808,11280,623.89,149.9899902,5,,U,,,,U,U,U,U,UNKNOWN
15077,0.7425,1.98,326,165,24.33333333,7,1.503333333,68.66666667,117.39,26,73.02333333,AA,N,2178,5633,234.38,79.98999023,11,S,U,,A,,U,U,U,U,New
15078,0,38.73,307,127,52.66666667,46,36.01666667,97,173.6533333,122,165.45,B,N,2941,9743,401.83,199.9899902,1,S,M,Y,,,U,U,U,Y,New
15079,0,148.04,1087,-322.25,33,154.6666667,175.2233333,378.6666667,569.1333333,92.66666667,137.24,A,N,28335,57488.01667,1333.35,29.98999023,3,S,A,,,,U,U,U,U,New
15080,0.2475,0.99,131,57.75,7.666666667,2,9.473333333,19.33333333,42.74333333,6.333333333,9.15,AA,N,328,1142,139.38,149.9899902,6,M,M,,D,Y,Y,U,U,U,New
15081,0,23.32,359,-151.5,7.666666667,13,9.56,90,129.82,43.33333333,73.03333333,AA,N,957,2337,259.67,29.98999023,3,M,M,,,,U,U,U,U,New
15082,3.465,109.27,374,15.75,44.66666667,33,49.29,96.33333333,154.07,102,191.6666667,GA,N,9731,23058,1036.23,29.98999023,1,S,M,,,,U,U,U,U,New
15083,1.98,36.77,919,181.5,6,122.6666667,134.2966667,163.6666667,205.43,396.3333333,833.4333333,AA,N,4496,12726,1060.17,149.9899902,5,,U,,,,U,U,U,U,UNKNOWN
15084,0,0,145,-61.75,2.666666667,24.33333333,15.55666667,45.66666667,62.78,31.66666667,54.34333333,AA,N,1629,3024,216,29.98999023,1,S,B,,A,,U,U,U,U,New
15085,1.98,97.82,462,230.5,4.333333333,65,60.32666667,132,379.39,41,62.67333333,A,N,1757,5566,819,149.9899902,1,,U,,,,U,U,U,U,New
15086,0.2475,0.99,95,-17.5,5.666666667,0,0,14,18.34666667,21.66666667,37.54333333,AA,N,291,658,65.8,99.98999023,12,S,U,,,Y,U,U,U,U,UNKNOWN
15087,2.7225,81.58,1754,453,60,31.66666667,23.90666667,106,504.23,156,986.48,EA,N,2330,8910,708.42,129.9899902,3,,U,,,,U,U,U,U,New
15088,0,21.54,46,19.75,0.666666667,0,0,14.66666667,19.94666667,3.333333333,2.036666667,BA,N,120,347,57.67,59.98999023,2,S,M,,,Y,U,Y,U,U,UNKNOWN
15089,0.495,12.17,217,-66.25,6.333333333,7.333333333,8.533333333,23.66666667,111.2733333,23.66666667,82.14333333,A,N,4635,23190,741.65,59.98999023,4,S,U,,,Y,U,Y,Y,U,New
15090,1.2375,19.74,197,81.5,10,18.33333333,12.66333333,88,108.4266667,34.66666667,47.23666667,AA,N,1350,2582,181.92,29.98999023,1,S,M,,A,,U,U,U,U,New
15091,0,0,0,0,0,0,0,0,0,0,0,U,N,14875,48909,2154.05,199.9899902,5,,,,,,,,,,
15092,0,1.95,44,-6.75,17.33333333,17.66666667,9.433333333,51.66666667,44.43,20,18.23333333,AA,N,978,1455,103.86,149.9899902,2,S,M,,,,U,U,U,U,New
